userName,gender,city,min_experience,job_title,education,skills_name,level
Simon,Male,Paramaribo,3.5,Technical Lead,B.Tech. (Information Technology)," Full Stack Development, JavaScript, React, Node.js, MongoDB, Express.js, Docker, Kubernetes",Intermediate Level
Skyler,Female,City of Port Louis,2.5,Technical Lead,M.Sc. (Physics),"Quantum Mechanics, Electromagnetism, Optics, Condensed Matter Physics, Semiconductor Physics",Intermediate Level
Stephanie,Male,Bamako,2,Technical Lead, B.E. (Civil Engineering),"Structural Engineering, Construction Management, AutoCAD, Revit, STAAD.Pro, Project Management",Intermediate Level
Stephen,Male,Papeete,3,Technical Lead, M.Tech. (Nuclear Engineering)," Nuclear Reactor Physics, Radiation Protection, Nuclear Safety, Reactor Design, Nuclear Fuel Cycle",Intermediate Level
Steven,Female,Brussels,2,Technical Lead, B.Tech. (Computer Science and Engineering)," Software Development, Java, Python, JavaScript, Angular, React, Node.js, MongoDB, MySQL",Intermediate Level
Sue,Male,San Jose,3.7,Technical Lead, M.Sc. (Computer Science),"Software Engineering, Algorithms, Data Structures, Java, Python, SQL, Spring Framework, Hibernate",Advanced Level
Susan,Female,Jakarta,3.7,Technical Lead, B.E. (Electronics and Telecommunication Engineering),"elecommunication Systems, Digital Communication, Analog Communication, Wireless Communication, Networking",Advanced Level
Sydney,Male,Suva,3.8,Technical Lead,M.Tech. (Industrial Automation),"PLC Programming, SCADA, HMI, Industrial Robotics, Process Control, MES (Manufacturing Execution System)",Advanced Level
K.Sydney,Female,Amman,3.9,Technical Lead,B.Tech. (Electrical and Electronics Engineering),"Power Systems, Electric Drives, Renewable Energy, Control Systems, MATLAB/Simulink, Power Electronics",Advanced Level
Taylor,Male,Kigali,3.6,Technical Lead,M.Sc. (Information Technology),"IT Project Management, Software Development, Java, Python, SQL, Web Development, Agile Methodologies",Advanced Level
Terry,Female,Juba,4.1,Technical Lead, B.E. (Mechanical Engineering),"CAD/CAM, SolidWorks, AutoCAD, Finite Element Analysis, Mechanical Design, Product Development",Advanced Level
Theresa,Male,Manama,4.2,Technical Lead,M.Tech. (Computer Networks),"Network Security, Cisco Networking, Routing and Switching, TCP/IP, VPN, Firewall Configuration",Advanced Level
Thomas,Female,Vientiane,4.3,Technical Lead,B.Tech. (Chemical Engineering)," Chemical Process Engineering, Process Simulation, Aspen Plus, HAZOP, P&ID, Heat Exchangers",Advanced Level
Timothy,Male,Castries,4.4,Technical Lead, M.Sc. (Microbiology)," Microbial Genetics, Industrial Microbiology, Fermentation Technology, Bioprocess Engineering, Molecular Biology",Advanced Level
Todd,Female,Gaborone,4.5,Technical Lead,B.E. (Electronics Engineering),"Analog Electronics, Digital Electronics, Microcontrollers, Embedded Systems, PCB Design",Advanced Level
Tom,Male,George Town,4.6,Technical Lead, M.Tech. (Renewable Energy),"Solar Energy, Wind Energy, Biomass Energy, Energy Storage Systems, Power System Integration",Advanced Level
Tommy,Female,Quito,4.7,Technical Lead, B.Tech. (Information Technology),"Web Development, Full Stack Development, JavaScript, React, Node.js, MongoDB, Express.js",Advanced Level
Tummy,Male,San Juan,4.8,Technical Lead,M.Sc. (Mathematics),"Data Analysis, Statistical Modeling, Machine Learning, Python, R, SQL",Advanced Level
Tony,Female,Tokyo,4.9,Technical Lead,B.E. (Computer Science and Engineering),"Software Development, Java, Python, JavaScript, Angular, React, Spring Boot, Microservices",Advanced Level
Tracy,Male,Male,3.7,Technical Lead, M.Tech. (Artificial Intelligence),"Machine Learning, Deep Learning, Natural Language Processing, Computer Vision, Python, TensorFlow, PyTorch",Advanced Level
Travis,Female,Sucre (de jure),3.8,Technical Lead,B.Tech. (Electronics and Communication Engineering)," Digital Signal Processing, Wireless Communication, Embedded Systems, FPGA Design, Verilog",Advanced Level
Tyler,Male,Brussels,2.1,Technical Lead,M.Sc. (Chemistry),"Organic Chemistry, Inorganic Chemistry, Analytical Chemistry, Spectroscopy, Chromatography",Advanced Level
Valerie,Female,Banjul,4,Technical Lead,B.E. (Mechanical Engineering),"CAD/CAM, SolidWorks, AutoCAD, Finite Element Analysis, Mechanical Design",Advanced Level
Veronica,Male,London,4.1,Technical Lead,M.Tech. (Nuclear Engineering),"Nuclear Reactor Physics, Radiation Protection, Reactor Design, Nuclear Safety",Advanced Level
Vincent,Female,Manila,4.2,Technical Lead, B.Tech. (Computer Science and Engineering),"Software Development, Java, Python, JavaScript, Angular, React, Node.js, MongoDB",Advanced Level
Victoria,Male,Luxembourg,4.3,Technical Lead, M.Sc. (Computer Science),"Software Engineering, Algorithms, Data Structures, Java, Python, SQL",Advanced Level
L.U.Victoria,Female,Quito,4.4,Technical Lead, B.E. (Electronics and Telecommunication Engineering),"Telecommunication Systems, Digital Communication, Analog Communication, Wireless Communication",Advanced Level
Walter,Male,Castries,4.5,Technical Lead, M.Tech. (Industrial Automation),"PLC Programming, SCADA, Industrial Robotics, Process Control",Advanced Level
Wayne,Female,AsunciÃ³n,4.6,Technical Lead,B.Tech. (Electrical and Electronics Engineering),"Power Systems, Electric Drives, Control Systems, Power Electronics",Advanced Level
William,Male,Praia,4.7,Technical Lead,M.Sc. (Information Technology)," IT Project Management, Software Development, Java, Python, SQL",Advanced Level
William Kroose,Female,Port Moresby,4.8,Technical Lead,B.E. (Mechanical Engineering)," CAD/CAM, SolidWorks, AutoCAD, Finite Element Analysis",Advanced Level
Willie,Male,Seoul,4.9,Technical Lead, M.Tech. (Computer Networks)," Network Security, Cisco Networking, Routing and Switching",Advanced Level
Zachary,Female,Dakar,3.7,Technical Lead,B.Tech. (Chemical Engineering),"Chemical Process Engineering, Process Simulation, Aspen Plus",Advanced Level
Zoe,Male,Bandar Seri Begawan,3.8,Technical Lead, M.Sc. (Microbiology)," Microbial Genetics, Industrial Microbiology, Fermentation Technology",Advanced Level
L.O.Aaron,Female,Oslo,3.9,Technical Lead,B.E. (Electronics Engineering)," Analog Electronics, Digital Electronics, Microcontrollers",Advanced Level
G.Abraham,Male,Muscat,4,Technical Lead, M.Tech. (Renewable Energy),"olar Energy, Wind Energy, Biomass Energy",Advanced Level
A.Adam,Female,Maseru,4.1,Technical Lead,B.Tech. (Information Technology),"Web Development, Full Stack Development, JavaScript, React",Advanced Level
Ann Adrian,Male,Port Moresby,4.2,Technical Lead,M.Sc. (Mathematics),"Data Analysis, Statistical Modeling, Machine Learning",Advanced Level
I.Aidan,Female,Bamako,4.3,Technical Lead,B.E. (Computer Science and Engineering)," Software Development, Java, Python, JavaScript",Advanced Level
Alan,Male,Pretoria,4.4,Technical Lead, M.Tech. (Artificial Intelligence)," Machine Learning, Deep Learning, Natural Language Processing",Advanced Level
Albert K.l,Male,Copenhagen,4.5,Technical Lead,B.Tech. (Electronics and Communication Engineering)," Digital Signal Processing, Wireless Communication, Embedded Systems",Advanced Level
Alexander,Female,Kuwait City,4.6,Technical Lead,M.Sc. (Chemistry),"Organic Chemistry, Inorganic Chemistry, Analytical Chemistry",Advanced Level
Alfred Willium,Male,Port Vila,4.7,Technical Lead, B.E. (Mechanical Engineering)," CAD/CAM, SolidWorks, AutoCAD",Advanced Level
Allen Francis,Female,Moscow,4.8,Technical Lead,M.Tech. (Nuclear Engineering),"Nuclear Reactor Physics, Reactor Design, Nuclear Safety",Advanced Level
Alonzo h.,Male,Riga,4.9,Technical Lead,B.Tech. (Computer Science and Engineering),"Software Development, Java, Python",Advanced Level
Alvin uu,Female,Juba,3.7,Technical Lead,M.Sc. (Computer Science),"Software Engineering, Algorithms, Data Structures",Advanced Level
Amanda Bandara,Male,Lusaka,3.8,Technical Lead,B.E. (Electronics and Telecommunication Engineering),"Telecommunication Systems, Digital Communication",Advanced Level
S.Amber,Female,Brasilia,3.9,Technical Lead,M.Tech. (Industrial Automation),"PLC Programming, SCADA, Process Control",Advanced Level
Amy Nickola,Male,Cockburn Town,4,Technical Lead, B.Tech. (Electrical and Electronics Engineering),"Power Systems, Electric Drives, Control Systems",Advanced Level
Andrea K.S,Male,Jakarta,4.1,Technical Lead,M.Sc. (Information Technology),"IT Project Management, Software Development",Advanced Level
Andrew Nills,Female,New Delhi,4.2,Technical Lead, B.E. (Mechanical Engineering)," CAD/CAM, SolidWorks",Advanced Level
Angela Khan,Male,Port of Spain,4.3,Technical Lead,M.Tech. (Computer Networks),"Network Security, Cisco Networking",Advanced Level
Angelina Jjolley,Female,Kigali,4.4,Technical Lead, B.Tech. (Chemical Engineering),"Chemical Process Engineering, Process Simulation",Advanced Level
Anita Bonz,Male,Quito,5,Technical Lead,M.Sc. (Microbiology),"Microbial Genetics, Industrial Microbiology",Advanced Level
Ann Anthony,Female,Kampala,4.6,Technical Lead,B.E. (Electronics Engineering),"Analog Electronics, Digital Electronics",Expert Level
Anna Pips,Male,Funafuti,5.1,Technical Lead,M.Tech. (Renewable Energy),"Solar Energy, Wind Energy",Expert Level
A.H.Anthony,Female,City of Victoria,5,Technical Lead, B.Tech. (Information Technology),"Web Development, Full Stack Development",Expert Level
M.Antonio,Male,Prague,5.1,Technical Lead,M.Sc. (Mathematics),"Data Analysis, Statistical Modeling",Expert Level
T.T.Audrey,Female,Bangui,5.2,Technical Lead,B.E. (Computer Science and Engineering),"Software Development, Java",Expert Level
F.Austin,Male,Bratislava,5.3,Technical Lead, M.Tech. (Artificial Intelligence),"Machine Learning, Deep Learning",Expert Level
Y.Autumn,Female,Port Moresby,5.4,Technical Lead,B.Tech. (Electronics and Communication Engineering),"Digital Signal Processing, Wireless Communication",Expert Level
Nigora Benjamin,Male,"Washington, D.C.",5.5,Technical Lead,M.Sc. (Chemistry),"Organic Chemistry, Inorganic Chemistry",Expert Level
R.Betty,Female,Suva,5.6,Technical Lead, B.E. (Mechanical Engineering),"CAD/CAM, SolidWorks",Expert Level
Y.Beverly,Male,Montevideo,5.7,Technical Lead, M.Tech. (Nuclear Engineering)," Nuclear Reactor Physics, Reactor Design",Expert Level
Bill Gates,Female,Castries,5.8,Technical Lead, B.Tech. (Computer Science and Engineering),"Software Development, Java",Expert Level
Billy Nickola,Male,Kampala,5.9,Technical Lead,M.Sc. (Computer Science),"Software Engineering, Algorithms",Expert Level
Bob W.T,Female,Antananarivo,6,Technical Lead,B.E. (Electronics and Telecommunication Engineering),"Telecommunication Systems, Digital Communication",Expert Level
R.M.Bobby,Male,The City of Hamilton,6.1,Technical Lead,M.Tech. (Industrial Automation),"PLC Programming, SCADA",Expert Level
V.Brandon,Female,Prague,6.2,Technical Lead,B.Tech. (Electrical and Electronics Engineering)," Power Systems, Electric Drives",Expert Level
S.Brian,Male,Chisinau,6.3,Technical Lead,M.Sc. (Information Technology),"IT Project Management, Software Development",Expert Level
M.Bruce,Female,Skopje,3.7,Technical Lead,B.E. (Mechanical Engineering),"CAD/CAM, SolidWorks",Expert Level
C.Bryan,Male,Amman,6.5,Technical Lead,M.Tech. (Computer Networks),"Network Security, Cisco Networking",Expert Level
Carol Joory,Female,Port-au-Prince,6.6,Technical Lead,B.Tech. (Chemical Engineering),"Chemical Process Engineering, Process Simulation",Expert Level
Caroline Joory,Male,"Malabo (de jure),",6.7,Technical Lead,M.Sc. (Microbiology),"Microbial Genetics, Industrial Microbiology",Expert Level
E.Catherine,Female,Bamako,6.8,Technical Lead, B.E. (Electronics Engineering)," Analog Electronics, Digital Electronics",Expert Level
hadrick Charles,Male,Monrovia,6.9,Technical Lead,M.Tech. (Renewable Energy),"Solar Energy, Wind Energy",Expert Level
F.Charlotte,Female,Suva,7,Technical Lead,B.Tech. (Information Technology)," Web Development, Full Stack Development",Expert Level
Y.L.Chase,Male,Berlin,7.1,Technical Lead,M.Sc. (Mathematics),"Data Analysis, Statistical Modeling",Expert Level
R.Cheryl,Male,London,7.2,Technical Lead,B.E. (Computer Science and Engineering)," Software Development, Java",Expert Level
U.I.Chester,Female,Tegucigalpa,7.3,Technical Lead,M.Tech. (Artificial Intelligence),"Machine Learning, Deep Learning",Expert Level
Chris O.L,Male,Macao,7.4,Technical Lead,B.Tech. (Electronics and Communication Engineering)," Digital Signal Processing, Wireless Communication",Expert Level
Christine Ann,Female,Douglas,7.5,Technical Lead,M.Sc. (Chemistry),"Organic Chemistry, Inorganic Chemistry",Expert Level
Christopher Kolumbus,Male,Maseru,7.6,Technical Lead,.E. (Mechanical Engineering)," CAD/CAM, SolidWorks",Expert Level
Clara Merry,Female,Antananarivo,7.7,Technical Lead,M.Tech. (Nuclear Engineering),"Nuclear Reactor Physics, Reactor Design",Expert Level
A.t.Clayton,Male,Bridgetown,7.8,Technical Lead,B.Tech. (Computer Science and Engineering),"Software Development, Java",Expert Level
R.Clifford,Female,Moroni,7.9,Technical Lead,M.Sc. (Computer Science),"Software Engineering, Algorithms",Expert Level
Peter Clinton,Male,Jakarta,8,Technical Lead,B.E. (Electronics and Telecommunication Engineering)," Telecommunication Systems, Digital Communication",Expert Level
S.H.Clyde,Female,Manama,5,Technical Lead,M.Tech. (Industrial Automation)," PLC Programming, SCADA",Expert Level
T.Cody,Male,Port of Spain,6,Technical Lead,B.Tech. (Electrical and Electronics Engineering),"Power Systems, Electric Drives",Expert Level
R.Cole Werissta,Female,Tripoli,7,Technical Lead,M.Sc. (Information Technology)," IT Project Management, Software Development",Expert Level
D.Colin,Male,Castries,8,Technical Lead,B.E. (Mechanical Engineering),"CAD/CAM, SolidWorks",Expert Level
C.Connie,Female,Funafuti,5.6,Technical Lead,M.Tech. (Computer Networks),"Network Security, Cisco Networking",Expert Level
Connor Joory,Male,SÃ£o TomÃ©,6.6,Technical Lead,B.Tech. (Chemical Engineering),"Chemical Process Engineering, Process Simulation",Expert Level
N.P.Corey,Female,Kathmandu,7.6,Technical Lead,M.Sc. (Microbiology),"Microbial Genetics, Industrial Microbiology",Expert Level
F.K.Cory,Male,San Marino,5.3,Technical Lead,M.Sc. (Microbiology),"Analog Electronics, Digital Electronics",Expert Level
Eggle Craig,Female,Douglas,6.5,Technical Lead,"BE /  B.Tech  ( Engineering )  , Integrated PG Course

	                    
                    	","Technical Proficiency, Interpersonal Abilities, Training/Mentoring,
c / c++, OOPS, Stl, Data Structures, Algorithms, Linux, Multithreading, Socket Programming, Inter Process Communication, san / nas, Python, kubernetes, l2 networking
",Expert Level
Cristian Thomes,Male,Moscow,7.5,Technical Lead,B.Sc. (Science)," Planning/Organizing, Management Proficiency, Communication Proficiency, C, C++, VC++ (MFC, SDK), COM/ATL, Unix, IIS Web Server, Oracle PL SQL Developer, IoT, Python",Expert Level
Crystal Fernando,Female,Tehran,5.5,Technical Lead,ME/M.Tech.,"echnical Proficiency, Planning/Organizing, Communication Proficiency, C, C++, Java, Linux, Windows, CATIA, CFX, SolidWorks, AutoCAD, Application Programming, Simulation, Flow-3D, Python, EnSight, Rhino, Shell Scripting, Linux Shell Scripting",Expert Level
Daniel Piters,Male,Kuwait City,5,Technical Lead,B.E. (Computer Science),"Project Management, Agile Methodologies, Software Development Life Cycle (SDLC), Java, C#, .NET, SQL, HTML, CSS, JavaScript, React.js, Node.js, AngularJS, RESTful APIs, ",Expert Level
David Abraham,Female,SÃ£o TomÃ©,6.3,Technical Lead,M.Sc. (Computer Science),"Team Leadership, Problem Solving, Software Architecture, Java, Python, Spring Framework, Hibernate, Apache Kafka, Apache Spark, Elasticsearch, MySQL, Git, Jenkins, DevOps",Expert Level
Derrick Hattzan,Male,Santo Domingo,7.3,Technical Lead,B.Tech. (Information Technology),"Technical Leadership, Agile Project Management, Full Stack Development, JavaScript, TypeScript, React Native, Redux, Express.js, MongoDB, AWS, Docker, Jenkins, CI/CD",Expert Level
